Accession	Version	Description	Plasmid	Organism	Species	Genus	Family	Order	Class	Phylum	Domain	Collection_date	Geo_location	Isolation_source	Note	Length	GC_content	Replicon_type	MOB_type	Clique	Replicon_candidate
NZ_CP023355	NZ_CP023355.1	Escherichia coli strain 746 plasmid p72, complete sequence	p72	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2002	United Kingdom: Scotland, Edinburgh	NA	NA	72470	0.514972	NA	MOBF	545	NA
NZ_CP023356	NZ_CP023356.1	Escherichia coli strain 746 plasmid p95, complete sequence	p95	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2002	United Kingdom: Scotland, Edinburgh	NA	NA	94881	0.50107	IncI1	MOBP|MOBP	556	NA
NZ_CP023358	NZ_CP023358.1	Escherichia coli strain 317 plasmid p100, complete sequence	p100	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2002	United Kingdom: Scotland, Edinburgh	NA	NA	100008	0.486041	NA	NA	NA	NA
NZ_CP023360	NZ_CP023360.1	Escherichia coli strain 1943 plasmid p54, complete sequence	p54	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2002	United Kingdom: Scotland, Edinburgh	NA	NA	53914	0.446526	IncX1	NA	172	NA
NZ_CP023361	NZ_CP023361.1	Escherichia coli strain 1943 plasmid p80, complete sequence	p80	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2002	United Kingdom: Scotland, Edinburgh	NA	NA	80602	0.51392	IncFIB(AP001918)	MOBF	547	NA
NZ_CP023362	NZ_CP023362.1	Escherichia coli strain 1943 plasmid p85, complete sequence	p85	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2002	United Kingdom: Scotland, Edinburgh	NA	NA	85570	0.499907	IncI1	MOBP|MOBP	556	NA
NZ_CP023363	NZ_CP023363.1	Escherichia coli strain 144 plasmid 134q, complete sequence	134q	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2002	United Kingdom: Scotland, Edinburgh	NA	NA	134388	0.519444	IncFIB(AP001918)|IncFII	MOBF	555	NA
NZ_CP023365	NZ_CP023365.1	Escherichia coli strain 144 plasmid p92, complete sequence	p92	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2002	United Kingdom: Scotland, Edinburgh	NA	NA	92421	0.501553	IncI1	MOBP|MOBP	556	NA
NZ_CP023367	NZ_CP023367.1	Escherichia coli strain 1428 plasmid p111, complete sequence	p111	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2002	United Kingdom: Scotland, Edinburgh	NA	NA	111523	0.48685	IncFIB(AP001918)	NA	NA	NA
NZ_CP023368	NZ_CP023368.1	Escherichia coli strain 1428 plasmid p48, complete sequence	p48	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2002	United Kingdom: Scotland, Edinburgh	NA	NA	48774	0.445196	NA	NA	364	NZ_CP028194_position:10603-11451
NZ_CP023369	NZ_CP023369.1	Escherichia coli strain 1428 plasmid p66, complete sequence	p66	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2002	United Kingdom: Scotland, Edinburgh	NA	NA	66332	0.51194	NA	NA	545	NA
NZ_CP023370	NZ_CP023370.1	Escherichia coli strain 1428 plasmid p96, complete sequence	p96	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2002	United Kingdom: Scotland, Edinburgh	NA	NA	96402	0.500985	IncI1	MOBP|MOBP	556	NA
NZ_CP023372	NZ_CP023372.1	Escherichia coli strain 1283 plasmid p109, complete sequence	p109	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2002	United Kingdom: Scotland, Edinburgh	NA	NA	109207	0.52145	IncFIB(AP001918)|IncFII	MOBF	559	NA
NZ_CP023373	NZ_CP023373.1	Escherichia coli strain 1283 plasmid p31, complete sequence	p31	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2002	United Kingdom: Scotland, Edinburgh	NA	NA	31364	0.413946	IncX4	NA	238	NA
NZ_CP023374	NZ_CP023374.1	Escherichia coli strain 1283 plasmid p3, complete sequence	p3	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2002	United Kingdom: Scotland, Edinburgh	NA	NA	3173	0.469587	NA	NA	66	NA
NZ_CP023375	NZ_CP023375.1	Escherichia coli strain 1283 plasmid p7, complete sequence	p7	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2002	United Kingdom: Scotland, Edinburgh	NA	NA	6800	0.519559	NA	NA	502	NA
NZ_CP023376	NZ_CP023376.1	Escherichia coli strain 1283 plasmid p92, complete sequence	p92	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2002	United Kingdom: Scotland, Edinburgh	NA	NA	92420	0.501515	IncI1	MOBP|MOBP	556	NA
NZ_CP023378	NZ_CP023378.1	Escherichia coli strain 127 plasmid p123, complete sequence	p123	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2002	United Kingdom: Scotland, Edinburgh	NA	NA	123289	0.510986	IncFIA|IncFIB(AP001918)|IncFII	MOBF	560	NA
NZ_CP023379	NZ_CP023379.1	Escherichia coli strain 127 plasmid p39, complete sequence	p39	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2002	United Kingdom: Scotland, Edinburgh	NA	NA	39598	0.442295	IncX1	NA	172	NA
NZ_CP023380	NZ_CP023380.1	Escherichia coli strain 127 plasmid p43, complete sequence	p43	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2002	United Kingdom: Scotland, Edinburgh	NA	NA	43592	0.427395	NA	NA	238	NA
NZ_CP023381	NZ_CP023381.1	Escherichia coli strain 127 plasmid p91, complete sequence	p91	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2002	United Kingdom: Scotland, Edinburgh	NA	NA	91199	0.481244	IncY	NA	230	NA
NZ_CP023382	NZ_CP023382.1	Escherichia coli strain 127 plasmid p95, complete sequence	p95	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2002	United Kingdom: Scotland, Edinburgh	NA	NA	95720	0.503009	IncI1	MOBP|MOBP	556	NA
NZ_CP023384	NZ_CP023384.1	Escherichia coli strain 1223 plasmid p147, complete sequence	p147	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2002	United Kingdom: Scotland, Edinburgh	NA	NA	147369	0.487131	IncFII(pSE11)	MOBF	555	NA
NZ_CP023385	NZ_CP023385.1	Escherichia coli strain 1223 plasmid p87, complete sequence	p87	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2002	United Kingdom: Scotland, Edinburgh	NA	NA	87770	0.502165	IncI1	MOBP|MOBP	556	NA
NZ_CP023387	NZ_CP023387.1	Escherichia coli strain 1190 plasmid p86, complete sequence	p86	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2002	United Kingdom: Scotland, Edinburgh	NA	NA	86147	0.532532	NA	MOBP|MOBP	216	NA
NZ_CP023389	NZ_CP023389.1	Escherichia coli strain 1105 plasmid p74, complete sequence	p74	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2002	United Kingdom: Scotland, Edinburgh	NA	NA	74094	0.51185	NA	MOBF	545	NA
NZ_CP023393	NZ_CP023393.1	Lactococcus raffinolactis strain WiKim0068 plasmid pWiKim0068-1, complete sequence	pWiKim0068-1	Lactococcus raffinolactis	Lactococcus raffinolactis	Lactococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	2017-02-01	South Korea:Gwangju	kimchi	NA	47753	0.345884	NA	NA	NA	NA
NZ_CP023394	NZ_CP023394.1	Lactococcus raffinolactis strain WiKim0068 plasmid pWiKim0068-2, complete sequence	pWiKim0068-2	Lactococcus raffinolactis	Lactococcus raffinolactis	Lactococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	2017-02-01	South Korea:Gwangju	kimchi	NA	27065	0.351967	NA	NA	NA	NA
NZ_CP023400	NZ_CP023400.1	Pseudoalteromonas spongiae strain SAO4-4 plasmid pl, complete sequence	pl	Pseudoalteromonas spongiae	Pseudoalteromonas spongiae	Pseudoalteromonas	Pseudoalteromonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	15-Aug-2012	0.69 N 2.25 E	surface seawater	NA	148952	0.368031	NA	MOBH	NA	NA
NZ_CP023411	NZ_CP023411.1	Clostridium perfringens strain LLY_N11 plasmid pLLY_N11_1, complete sequence	pLLY_N11_1	Clostridium perfringens	Clostridium perfringens	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	2016	39.04 N 76.92 W	chicken	NA	13363	0.26072	NA	MOBP	NA	NA
NZ_CP023412	NZ_CP023412.1	Clostridium perfringens strain LLY_N11 plasmid pLLY_N11_2, complete sequence	pLLY_N11_2	Clostridium perfringens	Clostridium perfringens	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	2016	39.04 N 76.92 W	chicken	NA	14754	0.261895	NA	NA	NA	NA
NZ_CP023413	NZ_CP023413.1	Clostridium perfringens strain LLY_N11 plasmid pLLY_N11_3, complete sequence	pLLY_N11_3	Clostridium perfringens	Clostridium perfringens	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	2016	39.04 N 76.92 W	chicken	NA	72060	0.263558	NA	NA	527	NA
NZ_CP023417	NZ_CP023417.1	Klebsiella pneumoniae strain 1050 plasmid pKp1050-1, complete sequence	pKp1050-1	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Jun-2016	Spain: Madrid	hospital	NA	311641	0.502286	NA	MOBH	NA	NA
NZ_CP023418	NZ_CP023418.1	Klebsiella pneumoniae strain 1050 plasmid pKp1050-2, complete sequence	pKp1050-2	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Jun-2016	Spain: Madrid	hospital	NA	138885	0.553868	NA	NA	523	NA
NZ_CP023419	NZ_CP023419.1	Klebsiella pneumoniae strain 1050 plasmid pKp1050-3, complete sequence	pKp1050-3	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Jun-2016	Spain: Madrid	hospital	NA	70869	0.518929	NA	MOBP	87	NA
NZ_CP023420	NZ_CP023420.1	Klebsiella pneumoniae strain 1050 plasmid pKp1050-4, complete sequence	pKp1050-4	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Jun-2016	Spain: Madrid	hospital	NA	64940	0.506791	IncN	MOBF	70	NA
NZ_CP023421	NZ_CP023421.1	Klebsiella pneumoniae strain 1050 plasmid unnamed, complete sequence	unnamed	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Jun-2016	Spain: Madrid	hospital	NA	53096	0.535991	NA	NA	361	NA
NZ_CP023424	NZ_CP023424.1	Enterococcus faecium strain K60-39 plasmid pTT39_p1, complete sequence	pTT39_p1	Enterococcus faecium	Enterococcus faecium	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	2008	69.6492 N 18.9553 E	blood	NA	195692	0.352058	repUS15	NA	534	NA
NZ_CP023425	NZ_CP023425.1	Enterococcus faecium strain K60-39 plasmid pTT39_p2, complete sequence	pTT39_p2	Enterococcus faecium	Enterococcus faecium	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	2008	69.6492 N 18.9553 E	blood	NA	86216	0.35795	rep17	NA	515	NA
NZ_CP023426	NZ_CP023426.1	Enterococcus faecium strain K60-39 plasmid pTT39_p3, complete sequence	pTT39_p3	Enterococcus faecium	Enterococcus faecium	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	2008	69.6492 N 18.9553 E	blood	NA	40017	0.353975	repUS12|rep2	MOBV	514	NA
NZ_CP023440	NZ_CP023440.1	Thauera sp. K11 plasmid pTX1, complete sequence	pTX1	Thauera sp. K11	Thauera sp. K11	Thauera	Zoogloeaceae	Rhodocyclales	Betaproteobacteria	Proteobacteria	Bacteria	2016	China: Kenli Petrochemical Plant, Dongying	sludge	NA	140963	0.636103	NA	MOBP	NA	NA
NZ_CP023443	NZ_CP023443.1	Klebsiella pneumoniae strain CCUG 70747 plasmid pKpn70747_2, complete sequence	pKpn70747_2	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2013-08-14	57.6823 N 11.9613 E	wound	NA	117859	0.540756	IncFII(K)	MOBF	562|564	NA
NZ_CP023444	NZ_CP023444.1	Klebsiella pneumoniae strain CCUG 70747 plasmid pKpn70747_3, complete sequence	pKpn70747_3	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2013-08-14	57.6823 N 11.9613 E	wound	NA	32873	0.350926	NA	NA	NA	NA
NZ_CP023450	NZ_CP023450.1	Rhizorhabdus dicambivorans strain Ndbn-20 plasmid p1, complete sequence	p1	Rhizorhabdus dicambivorans	Rhizorhabdus dicambivorans	Rhizorhabdus	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria	Jun-2013	China: Nanjing	NA	NA	163626	0.638205	NA	NA	NA	NA
NZ_CP023451	NZ_CP023451.1	Rhizorhabdus dicambivorans strain Ndbn-20 plasmid p2, complete sequence	p2	Rhizorhabdus dicambivorans	Rhizorhabdus dicambivorans	Rhizorhabdus	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria	Jun-2013	China: Nanjing	NA	NA	256400	0.636482	NA	NA	NA	NA
NZ_CP023452	NZ_CP023452.1	Rhizorhabdus dicambivorans strain Ndbn-20 plasmid p3, complete sequence	p3	Rhizorhabdus dicambivorans	Rhizorhabdus dicambivorans	Rhizorhabdus	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria	Jun-2013	China: Nanjing	NA	NA	40865	0.606118	NA	NA	NA	NA
NZ_CP023453	NZ_CP023453.1	Rhizorhabdus dicambivorans strain Ndbn-20 plasmid p4, complete sequence	p4	Rhizorhabdus dicambivorans	Rhizorhabdus dicambivorans	Rhizorhabdus	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria	Jun-2013	China: Nanjing	NA	NA	53636	0.644791	NA	MOBQ|MOBQ	NA	NA
NZ_CP023455	NZ_CP023455.1	Rhodobacteraceae bacterium QY30 plasmid unnamed, complete sequence	unnamed	Rhodobacteraceae bacterium QY30	Rhodobacteraceae bacterium QY30	NA	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	2012-10-12	China: Nanjing	paddy soil	NA	124473	0.655001	NA	NA	NA	NA
NZ_CP023469	NZ_CP023469.1	Salmonella enterica subsp. enterica strain BAA-1586 plasmid pSalMiami, complete sequence	pSalMiami	Salmonella enterica subsp. enterica	Salmonella enterica	Salmonella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA	94044	0.496555	IncFII(S)	MOBF	NA	NA
NZ_CP023471	NZ_CP023471.1	Salmonella enterica subsp. enterica strain BAA-1672 plasmid pSalSendai, complete sequence	pSalSendai	Salmonella enterica subsp. enterica	Salmonella enterica	Salmonella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA	81125	0.513307	IncFIB(AP001918)|IncFII	MOBF	NA	NA
NZ_CP023476	NZ_CP023476.1	Salmonella enterica subsp. enterica serovar Enteritidis strain FORC_075 plasmid pFORC75_2, complete sequence	pFORC75_2	Salmonella enterica subsp. enterica serovar Enteritidis	Salmonella enterica	Salmonella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017-05-31	36.86590966729366 N 127.5528171192243 E	Human Stool	NA	34661	0.409682	IncX1	NA	172	NA
NZ_CP023479	NZ_CP023479.1	Klebsiella quasipneumoniae strain KPC142 plasmid pKQPS142a, complete sequence	pKQPS142a	Klebsiella quasipneumoniae	Klebsiella quasipneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2011	19.920833 S 43.937778 W	tracheal secretion isolated from an uncertain age woman	NA	189707	0.507145	NA	MOBH	NA	NA
NZ_CP023480	NZ_CP023480.1	Klebsiella quasipneumoniae strain KPC142 plasmid pKQPS142b, complete sequence	pKQPS142b	Klebsiella quasipneumoniae	Klebsiella quasipneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2011	19.920833 S 43.937778 W	tracheal secretion isolated from an uncertain age woman	NA	10951	0.573281	NA	MOBQ	501	NA
NZ_CP023488	NZ_CP023488.1	Klebsiella pneumoniae subsp. pneumoniae strain ST101:960186733 plasmid p19-10_01, complete sequence	p19-10_01	Klebsiella pneumoniae subsp. pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	29.83432 S 30.99865 E	NA	NA	223434	0.514483	IncFIB(K)|IncFII(K)	NA	565	NA
NZ_CP023489	NZ_CP023489.1	Klebsiella pneumoniae subsp. pneumoniae strain ST101:960186733 plasmid p19-10_02, complete sequence	p19-10_02	Klebsiella pneumoniae subsp. pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	29.83432 S 30.99865 E	NA	NA	124323	0.524915	IncFII(K)	NA	NA	NA
NZ_CP023496	NZ_CP023496.1	Staphylococcus simulans strain FDAARGOS_383 plasmid unnamed, complete sequence	unnamed	Staphylococcus simulans	Staphylococcus simulans	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	05-May-2015	USA: DC	Urine catheter	NA	169687	0.321256	NA	MOBP	NA	NA
NZ_CP023506	NZ_CP023506.1	Morganella morganii strain FDAARGOS_365 plasmid unnamed, complete sequence	unnamed	Morganella morganii	Morganella morganii	Morganella	Morganellaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	21-Jul-2014	USA: DC	Stool	NA	1509	0.502319	NA	NA	293	NA
NZ_CP023509	NZ_CP023509.1	Rothia mucilaginosa strain FDAARGOS_369 plasmid unnamed, complete sequence	unnamed	Rothia mucilaginosa	Rothia mucilaginosa	Rothia	Micrococcaceae	Micrococcales	Actinobacteria	Actinobacteria	Bacteria	30-Sep-2014	USA: DC	Blood	NA	39540	0.562241	NA	NA	NA	NA
NZ_CP023513	NZ_CP023513.1	Enterococcus sp. FDAARGOS_375 plasmid unnamed2, complete sequence	unnamed2	Enterococcus sp. FDAARGOS_375	Enterococcus sp. FDAARGOS_375	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	28-Mar-2015	USA: DC	Tissue grind	NA	20632	0.303655	NA	NA	NA	NA
NZ_CP023514	NZ_CP023514.1	Enterococcus sp. FDAARGOS_375 plasmid unnamed1, complete sequence	unnamed1	Enterococcus sp. FDAARGOS_375	Enterococcus sp. FDAARGOS_375	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	28-Mar-2015	USA: DC	Tissue grind	NA	147615	0.356495	repUS1	NA	NA	NA
NZ_CP023519	NZ_CP023519.1	Burkholderia cepacia strain FDAARGOS_388 plasmid unnamed1, complete sequence	unnamed1	Burkholderia cepacia	Burkholderia cepacia	Burkholderia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	1948	NA	Onion	NA	204165	0.622041	NA	NA	416	NZ_CP012984_position:22999-23751
NZ_CP023524	NZ_CP023524.1	Burkholderia gladioli pv. gladioli strain FDAARGOS_389 plasmid unnamed, complete sequence	unnamed	Burkholderia gladioli pv. gladioli	Burkholderia gladioli	Burkholderia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	NA	NA	Onion	NA	151925	0.616541	NA	MOBH	NA	NA
NZ_CP023526	NZ_CP023526.1	Cedecea neteri strain FDAARGOS_392 plasmid unnamed, complete sequence	unnamed	Cedecea neteri	Cedecea neteri	Cedecea	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	1982	USA: CA	Human foot	NA	254496	0.484381	NA	NA	NA	NA
NZ_CP023528	NZ_CP023528.1	Citrobacter koseri strain FDAARGOS_393 plasmid unnamed, complete sequence	unnamed	Citrobacter koseri	Citrobacter koseri	Citrobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2005	NA	NA	NA	9195	0.551278	NA	MOBC	NA	NA
NZ_CP023530	NZ_CP023530.1	Escherichia coli strain FDAARGOS_401 plasmid unnamed, complete sequence	unnamed	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2009	Georgia	Stool	NA	75554	0.471583	IncFII(pRSB107)|IncFIB(AP001918)	NA	291	NA
NZ_CP023532	NZ_CP023532.1	Escherichia coli strain FDAARGOS_403 plasmid unnamed3, complete sequence	unnamed3	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA	13833	0.489193	NA	NA	NA	NA
NZ_CP023533	NZ_CP023533.1	Escherichia coli strain FDAARGOS_403 plasmid unnamed2, complete sequence	unnamed2	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA	75566	0.471588	IncFII(pRSB107)|IncFIB(AP001918)	NA	291	NA
NZ_CP023534	NZ_CP023534.1	Escherichia coli strain FDAARGOS_403 plasmid unnamed1, complete sequence	unnamed1	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA	108679	0.490877	IncI1	MOBP|MOBP	556	NA
NZ_CP023542	NZ_CP023542.1	Escherichia coli O104:H21 str. CFSAN002236 plasmid pO104_H21, complete sequence	pO104_H21	Escherichia coli O104:H21 str. CFSAN002236	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	1994	USA: MT	stool	NA	161452	0.494698	IncB/O/K/Z|IncFIB(AP001918)	MOBP|MOBP	507	NA
NZ_CP023544	NZ_CP023544.1	Campylobacter jejuni strain CFSAN032806 plasmid pCFSAN032806, complete sequence	pCFSAN032806	Campylobacter jejuni	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	2012-07	USA:CA	chicken breast	NA	55132	0.315788	NA	NA	505	NA
NZ_CP023546	NZ_CP023546.1	Campylobacter coli strain CFSAN032805 plasmid pCFSAN032805_1, complete sequence	pCFSAN032805_1	Campylobacter coli	Campylobacter coli	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	2012-07	USA:CA	chicken breast	NA	55122	0.315772	NA	NA	505	NA
